A,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
"RT @SaiIBoat: Bro said ?white people got Captain America and black people got Black Panther. Us Hispanics got Nacho Libre? 

I got tears ro?",24,71.61,99.00,1.00,1.00,12.00,20.83,70.83,12.50,8.33,8.33,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,20.83,4.17,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,4.17,25.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,12.50,4.17,0.00,0.00,0.00,0.00,0.00,0.00,29.17,8.33,0.00,4.17,16.67,0.00,20.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,4.17,4.17,0.00,0.00,12.50,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17
"RT @KpopQween24: Top 4 current Albums on the Worldwide iTunes Album Chart (3.01.2018)

1. Hope World - J-Hope
2. Divide - Ed Sheeran
3. Bla?",25,97.89,65.56,1.59,99.00,6.25,16.00,36.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,24.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,0.00,12.00,8.00,16.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,40.00,12.00,0.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,8.00,4.00
RT @BusanKinqs: Daydream has 5.8M views got 1M likes in less than 2 hours (faster than DNA) Hope world dethroned Black panther &amp; Greatest s?,26,97.77,35.01,63.54,99.00,26.00,19.23,61.54,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,3.85,0.00,0.00,0.00,15.38,19.23,19.23,0.00,7.69,3.85,11.54,11.54,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,11.54,0.00,0.00,3.85,3.85,0.00,7.69,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,3.85,3.85,0.00,3.85,11.54,3.85,19.23,3.85,7.69,11.54,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,23.08,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,0.00,7.69,7.69
I liked a @YouTube video https://t.co/RGzMtcYyyu BLACK PANTHER SAVES SPIDER-MAN,15,92.84,50.00,1.00,99.00,15.00,26.67,53.33,13.33,6.67,6.67,6.67,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,33.33,6.67,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,20.00
RT @bretmanrock: No offense but I haven?t watched Black Panther yet and I feel so ugly and out of the loop,22,31.44,8.65,85.21,1.00,22.00,18.18,77.27,50.00,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,4.55,9.09,0.00,9.09,18.18,4.55,9.09,4.55,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,9.09,0.00,4.55,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,0.00,0.00,4.55,13.64,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,9.09,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,4.55,0.00,0.00,9.09,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55
"RT @JamilSmith: #BlackPanther co-star Winston Duke, on T'Challa's powers: ""Your hero is using kinetic energy that's meant to harm him, and?",23,58.77,98.44,1.00,93.61,23.00,21.74,65.22,30.43,13.04,8.70,0.00,0.00,4.35,4.35,0.00,4.35,0.00,8.70,8.70,0.00,4.35,0.00,17.39,0.00,0.00,0.00,0.00,0.00,13.04,8.70,4.35,0.00,0.00,0.00,17.39,0.00,0.00,0.00,8.70,8.70,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,4.35,8.70,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,4.35,0.00,0.00,47.83,0.00,8.70,8.70,0.00,0.00,0.00,4.35,4.35,13.04,0.00,8.70
RT @joebdguy: I am Black Panther https://t.co/XKnxdG8DiF,11,56.58,50.00,2.40,25.77,11.00,27.27,45.45,18.18,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,18.18,9.09,0.00,0.00,45.45,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27
RT @isaiah_smith09: This @tatertot715  after he see black panther twice?? https://t.co/dYY3nufQow,16,84.57,89.42,1.00,25.77,8.00,25.00,50.00,18.75,12.50,6.25,0.00,0.00,0.00,6.25,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,6.25,6.25,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,6.25,0.00,0.00,56.25,6.25,0.00,6.25,0.00,12.50,0.00,0.00,0.00,0.00,0.00,31.25
RT @isaiah_smith09: This @tatertot715  after he see black panther twice?? https://t.co/dYY3nufQow,16,84.57,89.42,1.00,25.77,8.00,25.00,50.00,18.75,12.50,6.25,0.00,0.00,0.00,6.25,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,6.25,6.25,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,6.25,0.00,0.00,56.25,6.25,0.00,6.25,0.00,12.50,0.00,0.00,0.00,0.00,0.00,31.25
"RT @LDN_Anas: Depuis que black panther est sortie la phrase pr?f?r?e des renois est ""ptdddrrrrr les rebeux ils ont un super h?ro?""",27,92.84,64.46,1.00,88.52,27.00,7.41,14.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,7.41,3.70,0.00,0.00,22.22,0.00,0.00,3.70,0.00,3.70,0.00,0.00,7.41,0.00,0.00,7.41
RT @YIhougan: Looks like Russians have caught the Black Panther vibe like the rest of the world. https://t.co/y1oGSUeoml,22,99.00,67.52,2.40,25.77,11.00,18.18,59.09,31.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,13.64,4.55,0.00,0.00,0.00,13.64,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,9.09,0.00,9.09,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,4.55,0.00,0.00,27.27,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64
RT @joebdguy: I am Black Panther https://t.co/XKnxdG8DiF,11,56.58,50.00,2.40,25.77,11.00,27.27,45.45,18.18,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,18.18,9.09,0.00,0.00,45.45,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27
"RT @ILOVEPARKJIMlN: Hoseok beat BTS' record, became the first kr soloist with the most N?1 on iTunes, made 3 hashtags + 1 word trend WW, Ho?",26,99.00,64.99,5.76,25.77,26.00,11.54,42.31,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,7.69,3.85,3.85,0.00,15.38,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,11.54,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,3.85,0.00,0.00,7.69,0.00,0.00,7.69,0.00,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,26.92,0.00,11.54,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,7.69
"RT @vminissi: jhope, in the telephone game: carbonara
jin: say that again
jhope: CARBONARA
jin:
jin: WATCH BLACK PANTHER
producer: CORRECT",21,92.84,97.14,2.82,25.77,21.00,33.33,57.14,19.05,4.76,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,4.76,0.00,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.05,0.00,0.00,0.00,0.00,9.52,0.00,4.76,0.00,0.00,4.76,0.00,19.05,9.52,9.52,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,9.52,0.00,9.52,0.00,4.76,4.76,4.76,4.76,0.00,0.00,0.00,0.00,4.76,0.00,4.76,4.76,0.00,0.00,42.86,0.00,4.76,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76
"RT @Exolusa: {FANACC} 180301 EXO's ELDORADO is used as a Background soundtrack for Black Panther trailer in MBC

Via: XiuhanForEXO

#EXOL #?",21,99.00,68.29,2.82,25.77,21.00,33.33,47.62,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,19.05,4.76,0.00,4.76,0.00,9.52,4.76,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,9.52,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,9.52,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,4.76,0.00,0.00,38.10,0.00,0.00,9.52,0.00,0.00,0.00,0.00,0.00,4.76,0.00,23.81
"RT @ILOVEPARKJIMlN: Hoseok beat BTS' record, became the first kr soloist with the most N?1 on iTunes, made 3 hashtags + 1 word trend WW, Ho?",26,99.00,64.99,5.76,25.77,26.00,11.54,42.31,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,7.69,3.85,3.85,0.00,15.38,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,11.54,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,3.85,0.00,0.00,7.69,0.00,0.00,7.69,0.00,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,26.92,0.00,11.54,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,7.69
RT @thisisinsider: 15 things even die-hard fans may have missed in #BlackPanther https://t.co/3f4vTUDMIz https://t.co/AhdEfnXsK8,24,71.61,66.17,1.00,1.00,24.00,16.67,45.83,20.83,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,8.33,4.17,0.00,0.00,16.67,4.17,0.00,0.00,4.17,0.00,4.17,0.00,4.17,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,4.17,0.00,0.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,8.33,4.17,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,12.50,0.00,12.50,4.17,0.00,0.00,41.67,8.33,0.00,4.17,0.00,0.00,0.00,4.17,0.00,0.00,0.00,25.00
"RT @tasty: Have you ever wondered what type of food they would eat in Wakanda? ??
We collaborated with the writer of the latest Black Panthe?",25,88.07,99.00,6.70,25.77,12.50,12.00,88.00,52.00,16.00,12.00,0.00,4.00,4.00,0.00,4.00,4.00,8.00,16.00,8.00,4.00,0.00,0.00,16.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,12.00,4.00,0.00,4.00,4.00,4.00,0.00,8.00,4.00,0.00,0.00,12.00,0.00,0.00,0.00,12.00,8.00,8.00,0.00,0.00,0.00,0.00,4.00,8.00,0.00,12.00,0.00,4.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,20.00,0.00,0.00,4.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,4.00
RT @AFLCIO: *Adds to the list of reasons #BlackPanther is so awesome. https://t.co/Q1WUoOOjuq https://t.co/YVhdPhfctx,22,92.84,67.52,1.00,94.75,11.00,22.73,50.00,22.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,9.09,4.55,4.55,4.55,0.00,4.55,4.55,0.00,0.00,0.00,4.55,4.55,4.55,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,4.55,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,4.55,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,13.64,9.09,0.00,0.00,50.00,13.64,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.82
RT @shadowandact: All six episodes of @BET's short-lived 2011 #BlackPanther animated series now available @djimonhounsou @kerrywashingon @m?,18,92.84,71.09,4.97,25.77,18.00,38.89,50.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,5.56,5.56,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,5.56,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,11.11,0.00,5.56,5.56,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,5.56,0.00,0.00,50.00,0.00,0.00,5.56,0.00,0.00,0.00,5.56,0.00,5.56,0.00,33.33
RT @shadowandact: All six episodes of @BET's short-lived 2011 #BlackPanther animated series now available @djimonhounsou @kerrywashingon @m?,18,92.84,71.09,4.97,25.77,18.00,38.89,50.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,5.56,5.56,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,5.56,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,11.11,0.00,5.56,5.56,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,5.56,0.00,0.00,50.00,0.00,0.00,5.56,0.00,0.00,0.00,5.56,0.00,5.56,0.00,33.33
RT @shadowandact: All six episodes of @BET's short-lived 2011 #BlackPanther animated series now available @djimonhounsou @kerrywashingon @m?,18,92.84,71.09,4.97,25.77,18.00,38.89,50.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,5.56,5.56,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,5.56,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,11.11,0.00,5.56,5.56,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,5.56,0.00,0.00,50.00,0.00,0.00,5.56,0.00,0.00,0.00,5.56,0.00,5.56,0.00,33.33
RT @shadowandact: All six episodes of @BET's short-lived 2011 #BlackPanther animated series now available @djimonhounsou @kerrywashingon @m?,18,92.84,71.09,4.97,25.77,18.00,38.89,50.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,5.56,5.56,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,5.56,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,11.11,0.00,5.56,5.56,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,5.56,0.00,0.00,50.00,0.00,0.00,5.56,0.00,0.00,0.00,5.56,0.00,5.56,0.00,33.33
RT @shadowandact: All six episodes of @BET's short-lived 2011 #BlackPanther animated series now available @djimonhounsou @kerrywashingon @m?,18,92.84,71.09,4.97,25.77,18.00,38.89,50.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,5.56,5.56,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,5.56,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,11.11,0.00,5.56,5.56,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,5.56,5.56,0.00,0.00,50.00,0.00,0.00,5.56,0.00,0.00,0.00,5.56,0.00,5.56,0.00,33.33
"RT @RoyaltySpeaks: Hey, Black women in Atlanta-an organization I?m working with needs women chaperones as we take at-risk/homeless black gi?",24,98.02,98.11,1.79,1.00,24.00,25.00,79.17,29.17,8.33,8.33,4.17,4.17,0.00,0.00,0.00,0.00,4.17,16.67,0.00,0.00,4.17,0.00,12.50,4.17,4.17,0.00,0.00,0.00,4.17,0.00,4.17,4.17,0.00,0.00,20.83,0.00,0.00,8.33,0.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.83,4.17,4.17,4.17,4.17,4.17,0.00,8.33,0.00,8.33,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,8.33,0.00,4.17,4.17,0.00,0.00,25.00,0.00,4.17,4.17,0.00,0.00,0.00,8.33,0.00,0.00,0.00,8.33
RT @BusanKinqs: Daydream has 5.8M views got 1M likes in less than 2 hours (faster than DNA) Hope world dethroned Black panther &amp; Greatest s?,26,97.77,35.01,63.54,99.00,26.00,19.23,61.54,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,3.85,0.00,0.00,0.00,15.38,19.23,19.23,0.00,7.69,3.85,11.54,11.54,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,11.54,0.00,0.00,3.85,3.85,0.00,7.69,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,3.85,3.85,0.00,3.85,11.54,3.85,19.23,3.85,7.69,11.54,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,23.08,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,0.00,7.69,7.69
"RT @ILOVEPARKJIMlN: Hoseok beat BTS' record, became the first kr soloist with the most N?1 on iTunes, made 3 hashtags + 1 word trend WW, Ho?",26,99.00,64.99,5.76,25.77,26.00,11.54,42.31,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,7.69,3.85,3.85,0.00,15.38,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,11.54,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,3.85,0.00,0.00,7.69,0.00,0.00,7.69,0.00,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,26.92,0.00,11.54,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,7.69
Superhero Movies Will Have To Work Harder After ?Black Panther? https://t.co/bVJQPB1ubO via @midfalutin,17,97.02,50.00,6.20,25.77,17.00,23.53,58.82,29.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65,11.76,0.00,0.00,0.00,11.76,11.76,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,11.76,5.88,11.76,0.00,5.88,5.88,5.88,5.88,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,23.53,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65
Bold interpretation by @chadwickboseman. https://t.co/ytR6WBxy3o,9,98.75,50.00,4.97,99.00,4.50,33.33,44.44,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,55.56,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33
RT @CinemaBlend: Bold interpretation by @chadwickboseman. https://t.co/ytR6WBxy3o,11,98.22,81.84,2.40,99.00,5.50,36.36,54.55,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,18.18,0.00,18.18,9.09,0.00,0.00,63.64,18.18,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.36
RT @CinemaBlend: Bold interpretation by @chadwickboseman. https://t.co/ytR6WBxy3o,11,98.22,81.84,2.40,99.00,5.50,36.36,54.55,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,18.18,0.00,18.18,9.09,0.00,0.00,63.64,18.18,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.36
